train/global_step,train/mean_token_accuracy,_runtime,_timestamp,train/loss,train/learning_rate,train/num_tokens,_step,train/epoch,train/grad_norm
1,0.6688115298748016,43.528577111,1765916603.1506317,1.670913815498352,0.0001,136605.0,0,0.0021436227224008574,0.127024307847023
2,0.665281355381012,80.863087644,1765916640.4853766,1.6214357614517212,0.0001,292128.0,1,0.004287245444801715,0.16035103797912598
3,0.6861129701137543,112.607293462,1765916672.229562,1.4836983680725098,0.0001,444535.0,2,0.006430868167202572,0.14734424650669098
4,0.6837480962276459,141.995462284,1765916701.617783,1.436396837234497,0.0001,592263.0,3,0.00857449088960343,0.11673226207494736
5,0.6988382339477539,171.306534721,1765916730.928833,1.339335560798645,0.0001,737019.0,4,0.010718113612004287,0.08482785522937775
6,0.7139585316181183,204.833830215,1765916764.4561033,1.245011568069458,0.0001,896813.0,5,0.012861736334405145,0.05766582116484642
7,0.7139500975608826,242.993692518,1765916802.6159894,1.239668369293213,0.0001,1062679.0,6,0.015005359056806002,0.058889348059892654
8,0.7201291024684906,276.171108037,1765916835.7933545,1.1975873708724976,0.0001,1212566.0,7,0.01714898177920686,0.07569669932126999
9,0.7414858043193817,316.792013981,1765916876.4143016,1.0798711776733398,0.0001,1373797.0,8,0.01929260450160772,0.09048649668693542
10,0.7337917983531952,352.083895628,1765916911.7062082,1.1021947860717773,0.0001,1516877.0,9,0.021436227224008574,0.2538353502750397
11,0.7587747573852539,384.278874162,1765916943.9011545,1.008859634399414,0.0001,1663977.0,10,0.023579849946409433,0.09878630936145782
12,0.7736576199531555,416.359932684,1765916975.982178,0.9226739406585693,0.0001,1815907.0,11,0.02572347266881029,0.11229341477155685
13,0.784892350435257,453.082318234,1765917012.7045872,0.8866734504699707,0.0001,1971911.0,12,0.027867095391211148,0.06194194406270981
14,0.778631865978241,489.457256956,1765917049.0795255,0.898820161819458,0.0001,2135596.0,13,0.030010718113612004,0.05763378366827965
15,0.7890302836894989,522.368906344,1765917081.9912028,0.8455026149749756,0.0001,2285621.0,14,0.03215434083601286,0.05878666788339615
16,0.7913227081298828,556.82882569,1765917116.451131,0.8394831418991089,0.0001,2441090.0,15,0.03429796355841372,0.03966381028294563
17,0.7980936765670776,590.500839498,1765917150.1230843,0.804905891418457,0.0001,2591858.0,16,0.03644158628081458,0.03488679602742195
18,0.7904472649097443,626.237242258,1765917185.8595543,0.8256485462188721,0.0001,2754012.0,17,0.03858520900321544,0.03267036750912666
19,0.7907314896583557,661.739597533,1765917221.36189,0.8212801218032837,0.0001,2916829.0,18,0.04072883172561629,0.036256637424230576
20,0.7878842353820801,694.769166997,1765917254.3914382,0.8326935768127441,0.0001,3061305.0,19,0.04287245444801715,0.03332659602165222
21,0.7938850522041321,726.326736847,1765917285.9490316,0.8052895665168762,0.0001,3219127.0,20,0.04501607717041801,0.025045285001397133
22,0.7920838594436646,763.975058256,1765917323.5973186,0.8033567667007446,0.0001,3380158.0,21,0.04715969989281887,0.02626168169081211
23,0.7933832108974457,795.654089277,1765917355.2764018,0.800078272819519,0.0001,3539898.0,22,0.04930332261521972,0.027494248002767563
24,0.7956364154815674,819.73200601,1765917379.354282,0.7804003953933716,0.0001,3689574.0,23,0.05144694533762058,0.026104066520929337
25,0.7867838740348816,860.562358801,1765917420.1846354,0.8203144073486328,0.0001,3855970.0,24,0.05359056806002144,0.02045290544629097
26,0.8003022968769073,893.238158564,1765917452.8604434,0.7696701884269714,0.0001,4018658.0,25,0.055734190782422297,0.020616259425878525
27,0.7855015993118286,930.189393432,1765917489.8116813,0.8328577280044556,0.0001,4171160.0,26,0.05787781350482315,0.024240843951702118
28,0.8079602122306824,955.962952143,1765917515.585215,0.7319777011871338,0.0001,4314298.0,27,0.06002143622722401,0.026319602504372597
29,0.8017465174198151,986.196708712,1765917545.8190048,0.7564186453819275,0.0001,4468546.0,28,0.06216505894962487,0.01998901180922985
30,0.7895362377166748,1023.944616429,1765917583.5668964,0.8086997270584106,0.0001,4635984.0,29,0.06430868167202572,0.019771872088313103
31,0.8062632977962494,1051.629906344,1765917611.252239,0.7381176948547363,0.0001,4790352.0,30,0.06645230439442658,0.024916965514421463
32,0.7938991189002991,1085.477786858,1765917645.1000652,0.7895064949989319,0.0001,4956096.0,31,0.06859592711682744,0.01708807796239853
33,0.8070966005325317,1112.612133787,1765917672.2344427,0.7275261878967285,0.0001,5107640.0,32,0.0707395498392283,0.012865433469414711
34,0.8056551218032837,1146.602108137,1765917706.2243512,0.7342737913131714,0.0001,5265237.0,33,0.07288317256162916,0.011200765147805214
35,0.809336245059967,1179.076530343,1765917738.6987917,0.7216141223907471,0.0001,5419378.0,34,0.07502679528403002,0.011476051062345505
36,0.8040877282619476,1209.109656881,1765917768.7318947,0.7381744980812073,0.0001,5576075.0,35,0.07717041800643087,0.012254482135176659
37,0.8075435161590576,1235.83456724,1765917795.45682,0.7313328385353088,0.0001,5720029.0,36,0.07931404072883172,0.012531991116702557
38,0.8021716475486755,1271.632591549,1765917831.254875,0.7506608963012695,0.0001,5884915.0,37,0.08145766345123258,0.010475083254277706
39,0.8039774000644684,1306.245502916,1765917865.8678215,0.7405569553375244,0.0001,6032758.0,38,0.08360128617363344,0.011607670225203037
40,0.8022060394287109,1337.694444862,1765917897.3167148,0.7506768703460693,0.0001,6187550.0,39,0.0857449088960343,0.011758907698094845
41,0.7962934374809265,1375.696554462,1765917935.3188157,0.7670797109603882,0.0001,6355408.0,40,0.08788853161843516,0.010616535320878029
42,0.7976684868335724,1409.275219426,1765917968.8974085,0.7624655961990356,0.0001,6519771.0,41,0.09003215434083602,0.009767958894371986
43,0.8062798380851746,1439.644163692,1765917999.2664409,0.7256965637207031,0.0001,6672296.0,42,0.09217577706323687,0.013673273846507072
44,0.792753666639328,1479.913693638,1765918039.535944,0.7818889021873474,0.0001,6843136.0,43,0.09431939978563773,0.009732459671795368
45,0.7967005670070648,1519.966337909,1765918079.588438,0.7564142942428589,0.0001,6993296.0,44,0.09646302250803858,0.011060482822358608
46,0.8102187216281891,1556.43267068,1765918116.0549507,0.7136592268943787,0.0001,7142356.0,45,0.09860664523043944,0.013082757592201233
47,0.8093328475952148,1585.138664253,1765918144.7609353,0.7152317762374878,0.0001,7294167.0,46,0.1007502679528403,0.01003677025437355
48,0.7861656546592712,1626.235161325,1765918185.8574336,0.8143430948257446,0.0001,7470762.0,47,0.10289389067524116,0.012408767826855183
49,0.8060386776924133,1665.67440383,1765918225.2966774,0.7286654710769653,0.0001,7629052.0,48,0.10503751339764202,0.01138198934495449
50,0.8120711147785187,1691.511447226,1765918251.133778,0.7068072557449341,0.0001,7779609.0,49,0.10718113612004287,0.011627733707427979
51,0.8050174713134766,1726.887859884,1765918286.5100875,0.7308353781700134,0.0001,7927458.0,50,0.10932475884244373,0.012047612108290195
52,0.8087444007396698,1755.737074261,1765918315.359306,0.7139840126037598,0.0001,8078023.0,51,0.11146838156484459,0.010839235037565231
53,0.8061106204986572,1786.293779396,1765918345.9160542,0.7213927507400513,0.0001,8230483.0,52,0.11361200428724544,0.010743665508925915
54,0.814271479845047,1817.301696744,1765918376.9240236,0.6960435509681702,0.0001,8375984.0,53,0.1157556270096463,0.010706312023103237
55,0.7900375425815582,1853.573326612,1765918413.1956306,0.7897733449935913,0.0001,8547262.0,54,0.11789924973204716,0.0219807717949152
56,0.7981146574020386,1887.918085795,1765918447.540228,0.7634199857711792,0.0001,8704936.0,55,0.12004287245444802,0.03280065581202507
57,0.8054106831550598,1923.43161961,1765918483.0537586,0.7265893816947937,0.0001,8867795.0,56,0.12218649517684887,0.021710241213440895
58,0.8035058081150055,1952.275969893,1765918511.8982902,0.7320476770401001,0.0001,9019339.0,57,0.12433011789924973,0.0128871975466609
59,0.8019639849662781,1988.654650506,1765918548.2767923,0.7449898719787598,0.0001,9189045.0,58,0.1264737406216506,0.029767271131277084
60,0.8048595190048218,2019.647315398,1765918579.2695367,0.7283195853233337,0.0001,9353955.0,59,0.12861736334405144,0.030178917571902275
61,0.8177442848682404,2056.99605662,1765918616.6182942,0.6844949722290039,0.0001,9504744.0,60,0.1307609860664523,0.011075764894485474
62,0.7930519580841064,2092.288466422,1765918651.9107711,0.7727586030960083,0.0001,9662901.0,61,0.13290460878885316,0.024196865037083626
63,0.8194944262504578,2121.889820791,1765918681.511876,0.6677226424217224,0.0001,9809122.0,62,0.13504823151125403,0.0503528006374836
64,0.8089916408061981,2160.16983474,1765918719.7920706,0.7182420492172241,0.0001,9968473.0,63,0.13719185423365488,0.04477415606379509
65,0.8016122877597809,2197.672018566,1765918757.2942557,0.743388295173645,0.0001,10119334.0,64,0.13933547695605572,0.008665262721478939
66,0.8127536475658417,2222.228859791,1765918781.8511662,0.6974513530731201,0.0001,10259437.0,65,0.1414790996784566,0.04299540817737579
67,0.8004445135593414,2262.731063624,1765918822.3533924,0.7536841630935669,0.0001,10416011.0,66,0.14362272240085744,0.047666341066360474
68,0.8026795387268066,2291.81128049,1765918851.4335067,0.7380357980728149,0.0001,10566185.0,67,0.1457663451232583,0.011574818752706051
69,0.8103290796279907,2321.182017101,1765918880.8041441,0.708701491355896,0.0001,10715715.0,68,0.14790996784565916,0.03561897203326225
70,0.8051348030567169,2358.703755261,1765918918.326043,0.7253310680389404,0.0001,10880059.0,69,0.15005359056806003,0.034782811999320984
71,0.8070700168609619,2386.630523738,1765918946.252688,0.7149762511253357,0.0001,11036249.0,70,0.15219721329046088,0.008842906914651394
72,0.8043569028377533,2418.866768901,1765918978.4889078,0.728940486907959,0.0001,11186751.0,71,0.15434083601286175,0.038693785667419434
73,0.7975554764270782,2454.532884857,1765919014.1550493,0.7555127739906311,0.0001,11356082.0,72,0.1564844587352626,0.040299952030181885
74,0.8034478724002838,2487.205717082,1765919046.827904,0.736491322517395,0.0001,11514483.0,73,0.15862808145766344,0.009730804711580276
75,0.8056925237178802,2517.068055389,1765919076.6901126,0.7199720144271851,0.0001,11663606.0,74,0.1607717041800643,0.04013325646519661
76,0.804337352514267,2553.558412752,1765919113.180633,0.7288074493408203,0.0001,11816781.0,75,0.16291532690246516,0.0479842908680439
77,0.8024353086948395,2583.998693302,1765919143.6208239,0.7384413480758667,0.0001,11978438.0,76,0.16505894962486603,0.009270490147173405
78,0.8088108897209167,2614.225056302,1765919173.847345,0.7080095410346985,0.0001,12137976.0,77,0.16720257234726688,0.03216354921460152
79,0.8057168126106262,2646.879070407,1765919206.5011575,0.7377813458442688,0.0001,12295505.0,78,0.16934619506966775,0.0381535068154335
80,0.7999696731567383,2680.359963355,1765919239.982074,0.7457466125488281,0.0001,12452019.0,79,0.1714898177920686,0.04451199620962143
81,0.7973231673240662,2717.955269313,1765919277.5775685,0.7553328275680542,0.0001,12611435.0,80,0.17363344051446947,0.03715415671467781
82,0.8150271773338318,2755.815704724,1765919315.4378426,0.6899644136428833,0.0001,12770621.0,81,0.1757770632368703,0.010719374753534794
83,0.8070856630802155,2783.904401368,1765919343.526681,0.7202882766723633,0.0001,12917873.0,82,0.17792068595927116,0.028868185356259346
84,0.8113538920879364,2809.957140095,1765919369.579325,0.7035799026489258,0.0001,13056173.0,83,0.18006430868167203,0.04484737664461136
85,0.7967638671398163,2841.259326577,1765919400.8815775,0.756678581237793,0.0001,13211326.0,84,0.18220793140407288,0.024503249675035477
86,0.8019428253173828,2871.029025794,1765919430.6511567,0.7442637085914612,0.0001,13369675.0,85,0.18435155412647375,0.019333845004439354
87,0.8107239603996277,2906.383928552,1765919466.0059924,0.6992993354797363,0.0001,13509971.0,86,0.1864951768488746,0.047552794218063354
88,0.8040977120399475,2941.729183594,1765919501.3513374,0.735228419303894,0.0001,13673080.0,87,0.18863879957127547,0.03009733371436596
89,0.7920730710029602,2977.041575795,1765919536.6637268,0.7729223966598511,0.0001,13838935.0,88,0.1907824222936763,0.025314167141914368
90,0.7965894341468811,3017.312569312,1765919576.9346461,0.754132866859436,0.0001,14002150.0,89,0.19292604501607716,0.02526506409049034
91,0.806470513343811,3052.212321448,1765919611.834437,0.7252641916275024,0.0001,14156247.0,90,0.19506966773847803,0.02880755439400673
92,0.8046696484088898,3086.502717145,1765919646.1249936,0.7286452054977417,0.0001,14323035.0,91,0.19721329046087888,0.03934238851070404
93,0.7977205514907837,3124.323238082,1765919683.9454522,0.7655866742134094,0.0001,14490759.0,92,0.19935691318327975,0.013073114678263664
94,0.8062320947647095,3155.477096249,1765919715.0992703,0.7222347259521484,0.0001,14642384.0,93,0.2015005359056806,0.03934378921985626
95,0.8073195219039917,3185.525423867,1765919745.1475978,0.7121745944023132,0.0001,14786158.0,94,0.20364415862808147,0.011893987655639648
96,0.8096290826797485,3213.924346419,1765919773.5465875,0.7016151547431946,0.0001,14929253.0,95,0.2057877813504823,0.047601014375686646
97,0.8173781931400299,3251.2827337,1765919810.904799,0.6667773723602295,0.0001,15078062.0,96,0.20793140407288319,0.011794296093285084
98,0.7995372712612152,3286.609678782,1765919846.231894,0.7458369731903076,0.0001,15227850.0,97,0.21007502679528403,0.04828253388404846
99,0.8061267733573914,3325.752150365,1765919885.374406,0.7204970717430115,0.0001,15385692.0,98,0.21221864951768488,0.027465496212244034
100,0.8157412707805634,3362.90906917,1765919922.5313811,0.6921497583389282,0.0001,15540223.0,99,0.21436227224008575,0.04887963458895683
101,0.8160687386989594,3419.13445236,1765919978.756726,0.6845968961715698,0.0001,15695591.0,100,0.2165058949624866,0.044295478612184525
102,0.8063926696777344,3452.146538607,1765920011.7686083,0.7212914824485779,0.0001,15855000.0,101,0.21864951768488747,0.043134406208992004
103,0.800519198179245,3483.026638921,1765920042.648892,0.7408338785171509,0.0001,16010570.0,102,0.2207931404072883,0.0460302010178566
104,0.8043144047260284,3516.573869759,1765920076.196018,0.7196431756019592,0.0001,16175156.0,103,0.22293676312968919,0.028332021087408066
105,0.8036174476146698,3556.088883548,1765920115.7110517,0.7357617020606995,0.0001,16345184.0,104,0.22508038585209003,0.0422884076833725
106,0.8043093681335449,3590.386162776,1765920150.0084171,0.7310991883277893,0.0001,16496673.0,105,0.22722400857449088,0.009438415989279747
107,0.804216742515564,3625.704296337,1765920185.3265316,0.7407223582267761,0.0001,16650964.0,106,0.22936763129689175,0.041692640632390976
108,0.8002512156963348,3664.569024541,1765920224.1913278,0.7473599314689636,0.0001,16806131.0,107,0.2315112540192926,0.031547147780656815
109,0.8017321228981018,3698.470253914,1765920258.0925248,0.7551631331443787,0.0001,16971757.0,108,0.23365487674169347,0.04252874478697777
110,0.8091361224651337,3737.114909798,1765920296.737055,0.7105317115783691,0.0001,17125261.0,109,0.2357984994640943,0.04606160894036293
111,0.8101921379566193,3771.737601414,1765920331.3598628,0.7073284387588501,0.0001,17285808.0,110,0.2379421221864952,0.016530074179172516
112,0.8136938214302063,3811.9878514,1765920371.6100636,0.6969512104988098,0.0001,17436207.0,111,0.24008574490889603,0.04478460177779198
113,0.8029590249061584,3847.811826242,1765920407.4340734,0.7304019331932068,0.0001,17609651.0,112,0.2422293676312969,0.025796735659241676
114,0.8065553903579712,3884.232590993,1765920443.854674,0.7224726676940918,0.0001,17764531.0,113,0.24437299035369775,0.03276992216706276
115,0.8178764879703522,3919.769783392,1765920479.3920188,0.6804150342941284,0.0001,17923936.0,114,0.2465166130760986,0.0394742414355278
116,0.8143163919448853,3957.248331246,1765920516.870481,0.6941335201263428,0.0001,18080869.0,115,0.24866023579849947,0.013978375121951103
117,0.8036236464977264,3990.81150535,1765920550.433656,0.7355095148086548,0.0001,18244414.0,116,0.2508038585209003,0.03582536056637764
118,0.8011615872383118,4026.628417667,1765920586.2506697,0.7401677370071411,0.0001,18401734.0,117,0.2529474812433012,0.016620265319943428
119,0.811834990978241,4062.225718071,1765920621.8479345,0.6957238912582397,0.0001,18555213.0,118,0.25509110396570206,0.032541126012802124
120,0.7881558537483215,4103.387141115,1765920663.0094697,0.7923721671104431,0.0001,18729596.0,119,0.2572347266881029,0.021737318485975266
121,0.8100921809673309,4129.243511212,1765920688.865606,0.7008346319198608,0.0001,18874599.0,120,0.25937834941050375,0.02043594792485237
122,0.8026866018772125,4164.462122153,1765920724.0844245,0.7287222146987915,0.0001,19043580.0,121,0.2615219721329046,0.021321941167116165
123,0.8085653781890869,4193.840615771,1765920753.4628685,0.7140972018241882,0.0001,19188254.0,122,0.26366559485530544,0.011675785295665264
124,0.8136471509933472,4224.956155399,1765920784.57842,0.6869929432868958,0.0001,19336517.0,123,0.2658092175777063,0.023950939998030663
125,0.811033308506012,4257.397086142,1765920817.0193613,0.7039225697517395,0.0001,19494094.0,124,0.2679528403001072,0.009150133468210697
126,0.8071385622024536,4289.201125807,1765920848.8233657,0.7169274091720581,0.0001,19648425.0,125,0.27009646302250806,0.024937676265835762
127,0.8060043752193451,4322.270528031,1765920881.892625,0.7199599146842957,0.0001,19798344.0,126,0.2722400857449089,0.013324955478310585
128,0.8068156540393829,4351.960256865,1765920911.582415,0.7152568697929382,0.0001,19955841.0,127,0.27438370846730975,0.014085345901548862
129,0.8118337988853455,4382.58303574,1765920942.2052999,0.6995287537574768,0.0001,20107598.0,128,0.2765273311897106,0.021345099434256554
130,0.8119659721851349,4410.434092179,1765920970.0562096,0.6989948153495789,0.0001,20258362.0,129,0.27867095391211144,0.014212564565241337
131,0.7985284626483917,4446.213033153,1765921005.8351977,0.7438564300537109,0.0001,20412165.0,130,0.2808145766345123,0.009681031107902527
132,0.817152351140976,4472.968961274,1765921032.591107,0.6779133677482605,0.0001,20561798.0,131,0.2829581993569132,0.009529607370495796
133,0.8027901351451874,4505.319638244,1765921064.9418042,0.7300336360931396,0.0001,20720111.0,132,0.28510182207931406,0.010949089191854
134,0.8118664026260376,4537.459834694,1765921097.0820117,0.6981145739555359,0.0001,20876095.0,133,0.2872454448017149,0.009940288960933685
135,0.8072110116481781,4570.041254105,1765921129.6633754,0.718806803226471,0.0001,21031975.0,134,0.28938906752411575,0.009569790214300156
136,0.8150297701358795,4610.24867161,1765921169.8709366,0.6834946870803833,0.0001,21180614.0,135,0.2915326902465166,0.009726176969707012
137,0.7934904098510742,4649.129487742,1765921208.751585,0.7743717432022095,0.0001,21349138.0,136,0.2936763129689175,0.00929353479295969
138,0.7963561117649078,4684.140777084,1765921243.7630801,0.754933774471283,0.0001,21511590.0,137,0.2958199356913183,0.009582352824509144
139,0.8067442178726196,4715.981253553,1765921275.6035442,0.7172467708587646,0.0001,21656819.0,138,0.2979635584137192,0.010789548978209496
140,0.8005855679512024,4745.543010599,1765921305.1652963,0.7382307052612305,0.0001,21811238.0,139,0.30010718113612006,0.009583096951246262
141,0.7929890155792236,4777.803354896,1765921337.4256356,0.7727539539337158,0.0001,21980388.0,140,0.3022508038585209,0.010751428082585335
142,0.7960564494132996,4816.531069114,1765921376.153325,0.7592064738273621,0.0001,22142594.0,141,0.30439442658092175,0.009844163432717323
143,0.7984195649623871,4850.521181747,1765921410.1434195,0.7527860403060913,0.0001,22299845.0,142,0.3065380493033226,0.010235350579023361
144,0.8094665110111237,4888.362351673,1765921447.984585,0.7165664434432983,0.0001,22465527.0,143,0.3086816720257235,0.00937464740127325
145,0.8137072920799255,4922.555926214,1765921482.1781683,0.6896766424179077,0.0001,22618289.0,144,0.3108252947481243,0.010298247449100018
146,0.8102727830410004,4955.745675872,1765921515.3679597,0.7040701508522034,0.0001,22770622.0,145,0.3129689174705252,0.01014153752475977
147,0.8173552453517914,4987.547407807,1765921547.1695063,0.6753664016723633,0.0001,22922597.0,146,0.31511254019292606,0.01125215645879507
148,0.809624433517456,5021.636133058,1765921581.2583985,0.70884108543396,0.0001,23075685.0,147,0.3172561629153269,0.010219801217317581
149,0.8091205358505249,5052.989440657,1765921612.611574,0.7112692594528198,0.0001,23239973.0,148,0.31939978563772775,0.011081383563578129
150,0.7990536987781525,5093.779916581,1765921653.4021647,0.7513484954833984,0.0001,23407446.0,149,0.3215434083601286,0.02076122909784317
151,0.8184770047664642,5128.020786246,1765921687.64304,0.6746616363525391,0.0001,23555395.0,150,0.3236870310825295,0.017697595059871674
152,0.8091694414615631,5159.345359434,1765921718.9675467,0.7199919819831848,0.0001,23712167.0,151,0.3258306538049303,0.014638555236160755
153,0.8023643493652344,5193.698768167,1765921753.320929,0.7314944267272949,0.0001,23869562.0,152,0.3279742765273312,0.019961237907409668
154,0.8029779195785522,5227.936324855,1765921787.5584447,0.7276595830917358,0.0001,24027568.0,153,0.33011789924973206,0.013938619755208492
155,0.8025745153427124,5261.37060968,1765921820.9927778,0.7390153408050537,0.0001,24183451.0,154,0.3322615219721329,0.013406536541879177
156,0.8081719279289246,5296.47054647,1765921856.0927927,0.7110753655433655,0.0001,24342400.0,155,0.33440514469453375,0.0188461784273386
