train/mean_token_accuracy,_step,train/loss,train/learning_rate,_runtime,_timestamp,train/grad_norm,train/epoch,train/global_step,train/num_tokens
0.6423570811748505,0,1.7347650527954102,0.0,29.534741872,1765491662.552112,132.4456329345703,0.00375234521575985,1,307884.0
0.6513416767120361,1,1.6955139636993408,2.222222222222222e-06,52.747842909,1765491685.7655125,138.55224609375,0.0075046904315197,2,616892.0
0.6480425447225571,2,1.7108203172683716,4.444444444444444e-06,73.528959129,1765491706.5466092,330.08941650390625,0.01125703564727955,3,914492.0
0.6491540819406509,3,1.7001795768737793,6.666666666666667e-06,91.759719568,1765491724.7773938,47.09090805053711,0.0150093808630394,4,1204552.0
0.6429881304502487,4,1.6703126430511475,8.888888888888888e-06,114.765890725,1765491747.783581,48.49679946899414,0.01876172607879925,5,1516999.0
0.6573244631290436,5,1.5575838088989258,1.1111111111111113e-05,135.710838102,1765491768.728499,37.873451232910156,0.0225140712945591,6,1824273.0
0.6570412665605545,6,1.52260160446167,1.3333333333333333e-05,155.512656206,1765491788.530348,39.6264533996582,0.02626641651031895,7,2122431.0
0.6835495084524155,7,1.3740156888961792,1.555555555555556e-05,174.184946573,1765491807.2025063,10.104122161865234,0.0300187617260788,8,2433073.0
0.7014609277248383,8,1.3098034858703613,1.7777777777777777e-05,196.15227167,1765491829.1699579,82.31816101074219,0.03377110694183865,9,2742099.0
0.7323064208030701,9,1.1350257396697998,2e-05,214.876281253,1765491847.893891,7.796145439147949,0.0375234521575985,10,3049823.0
0.7446611374616623,10,1.081223487854004,1.9999332782419384e-05,238.115446972,1765491871.1330972,9.013134002685547,0.04127579737335835,11,3366319.0
0.7573074251413345,11,1.0075945854187012,1.9997331228606255e-05,256.727979681,1765491889.7456253,14.25994873046875,0.0450281425891182,12,3670927.0
0.768854945898056,12,0.9389477968215942,1.9993995635332155e-05,275.910929974,1765491908.9284966,4.788972854614258,0.04878048780487805,13,3980081.0
0.7632163316011429,13,0.9549767374992371,1.9989326497167408e-05,297.423571717,1765491930.4411628,4.586176872253418,0.0525328330206379,14,4307849.0
0.77381931245327,14,0.9117968678474426,1.9983324506407807e-05,317.599457777,1765491950.61712,2.287619113922119,0.05628517823639775,15,4600144.0
0.7684071809053421,15,0.9304497838020325,1.9975990552971967e-05,340.157923392,1765491973.1755996,1.4625792503356934,0.0600375234521576,16,4911629.0
0.7780056297779083,16,0.885283350944519,1.9967325724269365e-05,360.373090135,1765491993.3907766,0.9712832570075989,0.06378986866791744,17,5202873.0
0.7737471014261246,17,0.8994081020355225,1.9957331305039123e-05,381.700958828,1765492014.7186148,0.9274317026138306,0.0675422138836773,18,5513804.0
0.7787982076406479,18,0.8732455968856812,1.9946008777159516e-05,401.664942902,1765492034.6826217,0.8435013890266418,0.07129455909943715,19,5827396.0
0.7747979760169983,19,0.8895788788795471,1.993335981942824e-05,421.258082773,1765492054.2756312,0.8329045176506042,0.075046904315197,20,6125119.0
0.7708159685134888,20,0.8998105525970459,1.9919386307313514e-05,444.833624175,1765492077.8511684,0.8960007429122925,0.07879924953095685,21,6446256.0
0.769801989197731,21,0.9088203310966492,1.9904090312675996e-05,468.161126699,1765492101.178769,0.9816392660140991,0.0825515947467167,22,6770634.0
0.779953122138977,22,0.864261269569397,1.9887474103461576e-05,491.57023641,1765492124.5878754,0.8814715147018433,0.08630393996247655,23,7079539.0
0.776691123843193,23,0.8723381757736206,1.9869540143365127e-05,512.427327583,1765492145.4449792,2.6588072776794434,0.0900562851782364,24,7393944.0
0.7772207409143448,24,0.8770968914031982,1.9850291091465197e-05,535.613243361,1765492168.630863,1.0251156091690063,0.09380863039399624,25,7711115.0
0.7830905467271805,25,0.8452679514884949,1.982972980182975e-05,558.045637439,1765492191.0632823,0.6811162233352661,0.0975609756097561,26,8009613.0
0.7747679054737091,26,0.8778253197669983,1.980785932309299e-05,578.917357431,1765492211.9349198,0.8482418060302734,0.10131332082551595,27,8330631.0
0.7705352306365967,27,0.8955250382423401,1.9784682898003346e-05,603.194501456,1765492236.2121851,0.778796911239624,0.1050656660412758,28,8654961.0
0.7799876183271408,28,0.8546196222305298,1.9760203962942653e-05,624.614791483,1765492257.632483,0.9340358376502991,0.10881801125703565,29,8973291.0
0.7834903746843338,29,0.8362563848495483,1.9734426147416648e-05,643.597025717,1765492276.614568,0.8060430288314819,0.1125703564727955,30,9270008.0
0.7845329195261002,30,0.8261306285858154,1.970735327351683e-05,664.181367333,1765492297.1990252,0.6813033223152161,0.11632270168855535,31,9564053.0
0.7799516916275024,31,0.8551280498504639,1.967898935535373e-05,686.131402852,1765492319.1490777,0.8191419243812561,0.1200750469043152,32,9884430.0
0.7753859609365463,32,0.8758809566497803,1.964933859846176e-05,707.397093014,1765492340.4148016,0.6432099342346191,0.12382739212007504,33,10201899.0
0.7829896956682205,33,0.8450548648834229,1.9618405399175656e-05,729.074764218,1765492362.0924432,0.5210410952568054,0.1275797373358349,34,10517531.0
0.7984637320041656,34,0.7913045883178711,1.9586194343978605e-05,749.149255449,1765492382.1669085,0.6094679236412048,0.13133208255159476,35,10819542.0
0.7887563109397888,35,0.8282832503318787,1.9552710208822245e-05,768.677728138,1765492401.6953325,0.49928954243659973,0.1350844277673546,36,11120937.0
0.7895229905843735,36,0.825590968132019,1.9517957958418485e-05,789.295453218,1765492422.3131318,0.5582978129386902,0.13883677298311445,37,11441230.0
0.7804379165172577,37,0.8539102077484131,1.948194274550343e-05,811.683685837,1765492444.7013898,0.5188184976577759,0.1425891181988743,38,11761234.0
0.7886062413454056,38,0.8245918154716492,1.9444669910073353e-05,831.151791916,1765492464.1694622,0.5008931756019592,0.14634146341463414,39,12062875.0
0.7871062904596329,39,0.8235279321670532,1.9406144978592933e-05,851.932197064,1765492484.9498851,0.6007864475250244,0.150093808630394,40,12382707.0
0.7786097973585129,40,0.8664206266403198,1.9366373663175858e-05,876.23567821,1765492509.2533696,0.3611959218978882,0.15384615384615385,41,12714548.0
0.7876229286193848,41,0.8206077814102173,1.932536186073787e-05,897.537593638,1765492530.5551867,1.1028200387954712,0.1575984990619137,42,13015263.0
0.7935170233249664,42,0.7963113784790039,1.9283115652122436e-05,916.122311842,1765492549.1399035,0.49578598141670227,0.16135084427767354,43,13312145.0
0.7884966135025024,43,0.8151766657829285,1.9239641301199136e-05,937.817467171,1765492570.8351705,0.8650418519973755,0.1651031894934334,44,13620098.0
0.786943182349205,44,0.8176944255828857,1.9194945253934912e-05,959.613352955,1765492592.6309638,0.5423170328140259,0.16885553470919323,45,13928150.0
0.7772215902805328,45,0.85850590467453,1.914903413743832e-05,979.177522592,1765492612.1951008,0.7888752818107605,0.1726078799249531,46,14240357.0
0.7928427010774612,46,0.7991847991943359,1.910191475897694e-05,1000.955486637,1765492633.9730957,0.6155017614364624,0.17636022514071295,47,14542488.0
0.7859184890985489,47,0.821498453617096,1.9053594104968026e-05,1024.38520632,1765492657.4027998,0.4030623733997345,0.1801125703564728,48,14852797.0
0.7941843569278717,48,0.7872322797775269,1.9004079339942673e-05,1042.349693771,1765492675.3673034,1.0554087162017822,0.18386491557223264,49,15159173.0
0.7903867065906525,49,0.8053122758865356,1.8953377805483475e-05,1063.903959937,1765492696.9216027,0.6538375616073608,0.18761726078799248,50,15471735.0
0.7987416237592697,50,0.7728307843208313,1.8901497019136026e-05,1084.138647192,1765492717.156291,1.0796436071395874,0.19136960600375236,51,15765052.0
0.7971433699131012,51,0.7759047746658325,1.884844467329427e-05,1106.18520679,1765492739.202846,0.39864614605903625,0.1951219512195122,52,16073939.0
0.792666107416153,52,0.7976174354553223,1.879422863405995e-05,1127.913642186,1765492760.9312675,0.8076190948486328,0.19887429643527205,53,16375983.0
0.7856862545013428,53,0.8206384181976318,1.8738856940076292e-05,1148.956460563,1765492781.973993,0.42330512404441833,0.2026266416510319,54,16705549.0
0.8038007616996765,54,0.7560476064682007,1.868233780133612e-05,1169.846353839,1765492802.8639445,0.8410959243774414,0.20637898686679174,55,17011023.0
0.7913976758718491,55,0.7972009181976318,1.8624679597964543e-05,1189.503774548,1765492822.5212002,0.332546204328537,0.2101313320825516,56,17313636.0
0.7868954837322235,56,0.8151217699050903,1.8565890878976447e-05,1211.818230786,1765492844.8358994,0.9571799635887146,0.21388367729831145,57,17622620.0
0.7902450859546661,57,0.8041900396347046,1.8505980361008902e-05,1231.929297162,1765492864.9469576,0.62314772605896,0.2176360225140713,58,17931679.0
0.7999652922153473,58,0.7558810114860535,1.844495692702877e-05,1252.679323147,1765492885.6970034,0.6881299018859863,0.22138836772983114,59,18223088.0
0.7969426661729813,59,0.7740466594696045,1.83828296250156e-05,1272.620768458,1765492905.638437,1.191797137260437,0.225140712945591,60,18528786.0
0.7942786067724228,60,0.7808849811553955,1.8319607666620092e-05,1294.246079869,1765492927.2637596,0.3393259048461914,0.22889305816135083,61,18846019.0
0.7896441668272018,61,0.8006337285041809,1.8255300425798266e-05,1316.546926773,1765492949.5645957,1.1491336822509766,0.2326454033771107,62,19144599.0
0.7896966189146042,62,0.7993632555007935,1.8189917437421604e-05,1339.583984031,1765492972.601556,0.6797946095466614,0.23639774859287055,63,19460661.0
0.8009166270494461,63,0.7466750144958496,1.812346839586329e-05,1360.489194475,1765492993.5068212,0.5454177856445312,0.2401500938086304,64,19744122.0
0.7924379855394363,64,0.7923744320869446,1.8055963153560812e-05,1380.242964417,1765493013.2605097,1.152058482170105,0.24390243902439024,65,20063103.0
0.7921305447816849,65,0.7937560677528381,1.7987411719555173e-05,1401.68845582,1765493034.7060242,0.5347805023193359,0.24765478424015008,66,20373538.0
0.7854966223239899,66,0.8143371939659119,1.791782425800679e-05,1423.048599204,1765493056.066206,0.4841872453689575,0.25140712945590993,67,20697104.0
0.796076163649559,67,0.7673414945602417,1.7847211086688504e-05,1444.033648291,1765493077.0512006,1.1837410926818848,0.2551594746716698,68,20997438.0
0.7987339943647385,68,0.7624120712280273,1.7775582675455714e-05,1462.523220677,1765493095.540795,1.2200202941894531,0.2589118198874296,69,21287961.0
0.7827952802181244,69,0.8255802392959595,1.770294964469404e-05,1486.256678007,1765493119.2742746,0.8747245073318481,0.2626641651031895,70,21606220.0
0.7954015880823135,70,0.7730096578598022,1.7629322763744595e-05,1506.451166389,1765493139.4688432,0.5189869999885559,0.26641651031894936,71,21910670.0
0.7944323569536209,71,0.7828562259674072,1.7554712949307245e-05,1527.76441886,1765493160.7821314,0.35908323526382446,0.2701688555347092,72,22231753.0
0.7955423444509506,72,0.7766796946525574,1.7479131263821966e-05,1549.789785349,1765493182.807422,0.28303632140159607,0.27392120075046905,73,22534234.0
0.7916033864021301,73,0.7887420654296875,1.7402588913828602e-05,1571.16385973,1765493204.1815221,0.49099820852279663,0.2776735459662289,74,22851051.0
0.787861704826355,74,0.8035352826118469,1.7325097248305286e-05,1593.277531399,1765493226.295224,0.8430331945419312,0.28142589118198874,75,23157255.0
0.7933589816093445,75,0.7790024876594543,1.7246667756985707e-05,1614.682277599,1765493247.699966,0.49050137400627136,0.2851782363977486,76,23477279.0
0.7922755628824234,76,0.7913979291915894,1.7167312068655514e-05,1636.155492108,1765493269.1731443,0.8406357169151306,0.28893058161350843,77,23786885.0
0.7909912168979645,77,0.8043007850646973,1.7087041949428124e-05,1655.556897315,1765493288.5745149,1.31097412109375,0.2926829268292683,78,24102813.0
0.791758343577385,78,0.7896076440811157,1.700586930100016e-05,1675.635707056,1765493308.6532447,0.7154805660247803,0.2964352720450281,79,24409376.0
0.7883069217205048,79,0.8060286641120911,1.6923806158886734e-05,1697.059149968,1765493330.0768418,1.2695965766906738,0.300187617260788,80,24720992.0
0.7891561537981033,80,0.8007873892784119,1.6840864690637006e-05,1720.088204907,1765493353.1058135,1.0928893089294434,0.30393996247654786,81,25040320.0
0.7833002209663391,81,0.8220956921577454,1.6757057194030022e-05,1744.233814491,1765493377.2514322,1.3310518264770508,0.3076923076923077,82,25365528.0
0.7995258569717407,82,0.7578673362731934,1.667239609525138e-05,1764.088668375,1765493397.1062639,1.3155673742294312,0.31144465290806755,83,25671188.0
0.7981888353824615,83,0.759434700012207,1.6586893947050736e-05,1783.759051681,1765493416.7767174,0.7141661047935486,0.3151969981238274,84,25967680.0
0.7855884879827499,84,0.8126043081283569,1.6500563426880646e-05,1805.111783595,1765493438.1293468,0.7761061787605286,0.31894934333958724,85,26286100.0
0.7907093614339828,85,0.7924439907073975,1.6413417335016836e-05,1826.292831495,1765493459.3104098,0.502036988735199,0.3227016885553471,86,26594709.0
0.8004481345415115,86,0.7508704662322998,1.6325468592660324e-05,1846.839922485,1765493479.8576157,0.5911359786987305,0.32645403377110693,87,26905443.0
0.787195011973381,87,0.8037664890289307,1.623673024002158e-05,1869.427524071,1765493502.4452026,0.7302443981170654,0.3302063789868668,88,27232802.0
0.7991041094064713,88,0.755186915397644,1.6147215434387028e-05,1889.291069927,1765493522.3087656,0.280002236366272,0.3339587242026266,89,27531031.0
0.7894022613763809,89,0.79831862449646,1.6056937448168243e-05,1909.409585845,1765493542.4272683,0.5372179746627808,0.33771106941838647,90,27846193.0
0.7925013601779938,90,0.7896009683609009,1.5965909666934014e-05,1928.402078532,1765493561.4196472,0.31986746191978455,0.34146341463414637,91,28157672.0
0.794746458530426,91,0.7743632793426514,1.587414558742566e-05,1950.487404198,1765493583.5050879,0.5171458125114441,0.3452157598499062,92,28464847.0
0.7950186878442764,92,0.7722051739692688,1.5781658815555882e-05,1970.921844769,1765493603.9394758,0.3844996988773346,0.34896810506566606,93,28779854.0
0.8017952144145966,93,0.742573618888855,1.5688463064391373e-05,1991.17468326,1765493624.1923642,0.3588826358318329,0.3527204502814259,94,29078728.0
0.7924855351448059,94,0.7832407355308533,1.559457215211961e-05,2010.341521176,1765493643.359186,0.49499431252479553,0.35647279549718575,95,29387142.0
0.7892424613237381,95,0.7987307906150818,1.55e-05,2032.39464241,1765493665.412224,0.31757381558418274,0.3602251407129456,96,29704756.0
0.7828183323144913,96,0.8263438940048218,1.540476063029977e-05,2055.987509872,1765493689.0050828,0.4232267439365387,0.36397748592870544,97,30033740.0
0.8026017397642136,97,0.7402431964874268,1.5308868164214885e-05,2075.446911062,1765493708.4643376,0.3665354549884796,0.3677298311444653,98,30334794.0
0.7903569340705872,98,0.7915470600128174,1.5212336819776274e-05,2096.673875056,1765493729.6914783,0.42586907744407654,0.3714821763602251,99,30647894.0
0.798120528459549,99,0.7607851624488831,1.5115180909741748e-05,2117.188179142,1765493750.2057822,0.36651554703712463,0.37523452157598497,100,30940038.0
0.7950391471385956,100,0.7737186551094055,1.5017414839473794e-05,2138.204268334,1765493771.2218544,0.321100652217865,0.3789868667917448,101,31234685.0
0.793247863650322,101,0.7801699638366699,1.4919053104803723e-05,2158.279289101,1765493791.296814,0.5629860162734985,0.3827392120075047,102,31550997.0
0.8052864372730255,102,0.7310438752174377,1.4820110289882337e-05,2179.798371309,1765493812.8160243,0.4068334400653839,0.38649155722326456,103,31846600.0
0.8004588931798935,103,0.75423264503479,1.472060106501755e-05,2200.419418799,1765493833.4370458,0.48346391320228577,0.3902439024390244,104,32145793.0
0.7929649353027344,104,0.7845074534416199,1.4620540184499193e-05,2221.972146402,1765493854.9898152,0.28644460439682007,0.39399624765478425,105,32453380.0
0.7992725521326065,105,0.7542387247085571,1.4519942484411405e-05,2243.588927058,1765493876.6065466,0.36578458547592163,0.3977485928705441,106,32753298.0
0.7897862195968628,106,0.7871307134628296,1.441882288043287e-05,2266.224730297,1765493899.242319,0.36922574043273926,0.40150093808630394,107,33073913.0
0.7877432703971863,107,0.8064733147621155,1.4317196365625256e-05,2285.74505293,1765493918.76272,0.5681299567222595,0.4052532833020638,108,33398885.0
0.7957296073436737,108,0.7653878927230835,1.4215078008210194e-05,2305.990559563,1765493939.0082173,0.464455246925354,0.4090056285178236,109,33704533.0
0.7987657785415649,109,0.7593803405761719,1.4112482949335105e-05,2325.44278161,1765493958.460259,0.5171425342559814,0.41275797373358347,110,34006765.0
0.794269934296608,110,0.7768974900245667,1.4009426400828196e-05,2347.404665808,1765493980.4223266,0.3426128327846527,0.4165103189493433,111,34320514.0
0.796272024512291,111,0.7639946937561035,1.3905923642943018e-05,2370.435880506,1765494003.4534733,0.23506394028663635,0.4202626641651032,112,34627424.0
0.791531428694725,112,0.7883385419845581,1.3801990022092835e-05,2392.603434948,1765494025.621013,0.5034840703010559,0.42401500938086306,113,34942223.0
0.800669476389885,113,0.7546981573104858,1.369764094857522e-05,2412.161190856,1765494045.1787481,0.2841525375843048,0.4277673545966229,114,35248992.0
0.7953752726316452,114,0.7724635601043701,1.3592891894287142e-05,2430.850447273,1765494063.8680692,0.3312467336654663,0.43151969981238275,115,35556307.0
0.7984199076890945,115,0.7627115249633789,1.3487758390430945e-05,2453.299486995,1765494086.3170679,0.25012871623039246,0.4352720450281426,116,35870329.0
0.8008108139038086,116,0.7481781840324402,1.3382256025211541e-05,2474.376628822,1765494107.3942096,0.403251051902771,0.43902439024390244,117,36159784.0
0.7983193099498749,117,0.7592189908027649,1.3276400441525126e-05,2496.404320725,1765494129.421885,0.22773973643779755,0.4427767354596623,118,36479543.0
0.7985584884881973,118,0.7577805519104004,1.3170207334639799e-05,2518.203942106,1765494151.221622,0.2712676227092743,0.44652908067542213,119,36794734.0
0.7969807237386703,119,0.7545274496078491,1.3063692449868412e-05,2536.888749099,1765494169.9063435,0.27264347672462463,0.450281425891182,120,37086222.0
0.7975231111049652,120,0.7664152979850769,1.2956871580234013e-05,2559.939744737,1765494192.957441,0.2489326447248459,0.4540337711069418,121,37389763.0
0.790003702044487,121,0.788688063621521,1.2849760564128206e-05,2582.655233481,1765494215.6728883,0.36996346712112427,0.45778611632270166,122,37709814.0
0.7879593372344971,122,0.7970197200775146,1.274237528296277e-05,2606.000079555,1765494239.0176532,0.2949886620044708,0.46153846153846156,123,38047064.0
0.7996571511030197,123,0.753760814666748,1.263473165881493e-05,2628.661642752,1765494261.6793225,0.47471708059310913,0.4652908067542214,124,38357776.0
0.7982122153043747,124,0.7586615085601807,1.252684565206656e-05,2651.467393961,1765494284.4850361,0.31284356117248535,0.46904315196998125,125,38663625.0
0.7984621822834015,125,0.7578147649765015,1.2418733259037763e-05,2672.278729643,1765494305.2964168,0.42741209268569946,0.4727954971857411,126,38972418.0
0.8034380972385406,126,0.7382340431213379,1.2310410509615047e-05,2691.588463849,1765494324.606069,0.37738150358200073,0.47654784240150094,127,39274644.0
0.7956809252500534,127,0.7595646381378174,1.2201893464874582e-05,2713.654761462,1765494346.6724446,0.2754392623901367,0.4803001876172608,128,39571968.0
0.8027393072843552,128,0.7410237193107605,1.2093198214700834e-05,2735.05560314,1765494368.0732744,0.2532603144645691,0.48405253283302063,129,39866239.0
0.800932914018631,129,0.752206563949585,1.1984340875400873e-05,2755.933535536,1765494388.951208,0.3240654468536377,0.4878048780487805,130,40177036.0
0.8096227943897247,130,0.7133728265762329,1.1875337587314823e-05,2776.463614878,1765494409.4812913,0.4154760241508484,0.4915572232645403,131,40461346.0
0.7982313483953476,131,0.7620824575424194,1.1766204512422722e-05,2798.525326052,1765494431.54298,0.2722947895526886,0.49530956848030017,132,40774957.0
0.8045352399349213,132,0.7341163754463196,1.1656957831948167e-05,2817.558494873,1765494450.5759585,0.3283281624317169,0.49906191369606,133,41075449.0
0.7912742346525192,133,0.7846518754959106,1.1547613743959127e-05,2839.241436272,1765494472.259068,0.36102229356765747,0.5028142589118199,134,41392996.0
